Subject,Expertise,Mode,Mode_Order,Trial,Winner,Loser,,WinnerRating,LoserRating,AbsDiff,Time,Correct,CorrectNum
#NAME?,novice,tradeC,0,25,172,210,,6.108108108,4.722222222,1.385885886,1429,correct,1
#NAME?,novice,tradeC,0,26,172,211,,6.108108108,4.095238095,2.012870013,2190,correct,1
#NAME?,novice,tradeC,0,27,172,109,,6.108108108,3.227272727,2.880835381,2149,correct,1
#NAME?,novice,tradeC,0,28,172,286,,6.108108108,5.380952381,0.727155727,1886,correct,1
#NAME?,novice,tradeC,0,29,172,66,,6.108108108,3,3.108108108,933,correct,1
#NAME?,novice,tradeC,0,30,302,172,,6.47826087,6.108108108,0.370152762,4269,correct,1
#NAME?,novice,tradeC,0,0,177,328,,4.05,3.764705882,0.285294118,32215,correct,1
#NAME?,novice,tradeC,0,1,335,177,,6,4.05,1.95,2914,correct,1
#NAME?,novice,tradeC,0,3,338,197,,5.6875,3.47826087,2.20923913,10296,correct,1
#NAME?,novice,tradeC,0,4,338,97,,5.6875,3.409090909,2.278409091,5113,correct,1
#NAME?,novice,tradeC,0,6,w9,145,,6.866666667,3.833333333,3.033333334,4576,correct,1
#NAME?,novice,tradeC,0,7,w9,332,,6.866666667,4.15,2.716666667,2562,correct,1
#NAME?,novice,tradeC,0,8,w9,65,,6.866666667,3.512195122,3.354471545,3722,correct,1
#NAME?,novice,tradeC,0,9,w9,306,,6.866666667,4.85,2.016666667,2256,correct,1
#NAME?,novice,tradeC,0,10,w9,224,,6.866666667,4.444444444,2.422222223,3763,correct,1
#NAME?,novice,tradeC,0,11,w9,125,,6.866666667,4.483870968,2.382795699,5998,correct,1
#NAME?,novice,tradeC,0,12,w9,266,,6.866666667,5.074074074,1.792592593,9289,correct,1
#NAME?,novice,tradeC,0,13,w9,213,,6.866666667,2.947368421,3.919298246,3991,correct,1
#NAME?,novice,tradeC,0,14,w9,223,,6.866666667,1.736842105,5.129824562,1900,correct,1
#NAME?,novice,tradeC,0,15,w9,289,,6.866666667,3.939393939,2.927272728,4952,correct,1
#NAME?,novice,tradeC,0,16,w9,24,,6.866666667,3.277777778,3.588888889,1095,correct,1
#NAME?,novice,tradeC,0,17,w9,273,,6.866666667,3.136363636,3.730303031,1618,correct,1
#NAME?,novice,tradeC,0,18,w9,276,,6.866666667,6,0.866666667,11665,correct,1
#NAME?,novice,tradeC,0,19,w9,248,,6.866666667,3.588235294,3.278431373,2044,correct,1
#NAME?,novice,tradeC,0,20,w9,w4,,6.866666667,4.142857143,2.723809524,1657,correct,1
#NAME?,novice,tradeC,0,21,w9,321,,6.866666667,4.55,2.316666667,20391,correct,1
#NAME?,novice,tradeC,0,22,w9,56,,6.866666667,2.52,4.346666667,1229,correct,1
#NAME?,novice,tradeC,0,23,w9,162,,6.866666667,3.772727273,3.093939394,1293,correct,1
#NAME?,novice,tradeC,0,24,w9,305,,6.866666667,3.217391304,3.649275363,1763,correct,1
#NAME?,novice,tradeC,0,25,w9,189,,6.866666667,2.363636364,4.503030303,1830,correct,1
#NAME?,novice,tradeC,0,26,w9,128,,6.866666667,3.130434783,3.736231884,1336,correct,1
#NAME?,novice,tradeC,0,27,w9,207,,6.866666667,3.481481481,3.385185186,4522,correct,1
#NAME?,novice,tradeC,0,28,w9,206,,6.866666667,3.857142857,3.00952381,2574,correct,1
#NAME?,novice,tradeC,0,29,w9,187,,6.866666667,3.277777778,3.588888889,1706,correct,1
#NAME?,novice,tradeC,0,30,w9,29,,6.866666667,3.8,3.066666667,1144,correct,1
#NAME?,novice,tradeC,0,0,254,63,,3.7,3.045454545,0.654545455,10723,correct,1
#NAME?,novice,tradeC,0,1,340,254,,6.05,3.7,2.35,6316,correct,1
#NAME?,novice,tradeC,0,2,340,136,,6.05,4.681818182,1.368181818,3246,correct,1
#NAME?,novice,tradeC,0,4,w18,277,,5.681818182,3.8125,1.869318182,5519,correct,1
#NAME?,novice,tradeC,0,5,w18,61,,5.681818182,3,2.681818182,2357,correct,1
#NAME?,novice,tradeC,0,7,w18,123,,5.681818182,4.772727273,0.909090909,2661,correct,1
#NAME?,novice,tradeC,0,8,w18,w11,,5.681818182,5.117647059,0.564171123,14520,correct,1
#NAME?,novice,tradeC,0,9,w18,70,,5.681818182,3.666666667,2.015151515,1537,correct,1
#NAME?,novice,tradeC,0,10,w18,149,,5.681818182,3.85,1.831818182,9510,correct,1
#NAME?,novice,tradeC,0,11,w18,311,,5.681818182,2.608695652,3.07312253,3912,correct,1
#NAME?,novice,tradeC,0,12,w18,95,,5.681818182,3,2.681818182,3469,correct,1
#NAME?,novice,tradeC,0,13,w18,5,,5.681818182,4.2,1.481818182,20710,correct,1
#NAME?,novice,tradeC,0,14,w18,29,,5.681818182,3.8,1.881818182,2771,correct,1
#NAME?,novice,tradeC,0,15,w18,22,,5.681818182,3.076923077,2.604895105,6953,correct,1
#NAME?,novice,tradeC,0,16,w18,283,,5.681818182,3.347826087,2.333992095,1781,correct,1
#NAME?,novice,tradeC,0,17,w18,134,,5.681818182,3.833333333,1.848484849,3592,correct,1
#NAME?,novice,tradeC,0,18,w18,315,,5.681818182,2.703703704,2.978114478,2800,correct,1
#NAME?,novice,tradeC,0,19,w18,222,,5.681818182,3.227272727,2.454545455,3547,correct,1
#NAME?,novice,tradeC,0,21,w18,30,,5.681818182,2.333333333,3.348484849,1750,correct,1
#NAME?,novice,tradeC,0,22,w18,21,,5.681818182,4.5625,1.119318182,5725,correct,1
#NAME?,novice,tradeC,0,23,w18,141,,5.681818182,2.090909091,3.590909091,2281,correct,1
#NAME?,novice,tradeC,0,26,332,44,,4.15,3.789473684,0.360526316,5320,correct,1
#NAME?,novice,tradeC,0,27,158,332,,4.285714286,4.15,0.135714286,6014,correct,1
#NAME?,novice,tradeC,0,29,37,158,,5.2,4.285714286,0.914285714,5600,correct,1
#NAME?,novice,tradeC,0,30,37,19,,5.2,3.739130435,1.460869565,5780,correct,1
#NAME?,novice,tradeC,1,0,209,0,,3.142857143,2.4375,0.705357143,5130,correct,1
#NAME?,novice,tradeC,1,1,199,209,,4.722222222,3.142857143,1.579365079,10001,correct,1
#NAME?,novice,tradeC,1,2,106,199,,5.333333333,4.722222222,0.611111111,3848,correct,1
#NAME?,novice,tradeC,1,3,106,28,,5.333333333,4,1.333333333,2395,correct,1
#NAME?,novice,tradeC,1,4,106,7,,5.333333333,3.5,1.833333333,1687,correct,1
#NAME?,novice,tradeC,1,6,106,241,,5.333333333,4.869565217,0.463768116,4543,correct,1
#NAME?,novice,tradeC,1,7,106,213,,5.333333333,2.947368421,2.385964912,3769,correct,1
#NAME?,novice,tradeC,1,8,106,14,,5.333333333,2.842105263,2.49122807,15840,correct,1
#NAME?,novice,tradeC,1,9,106,160,,5.333333333,3.736842105,1.596491228,1408,correct,1
#NAME?,novice,tradeC,1,10,106,147,,5.333333333,3.4,1.933333333,2180,correct,1
#NAME?,novice,tradeC,1,11,106,227,,5.333333333,4.344827586,0.988505747,13860,correct,1
#NAME?,novice,tradeC,1,12,106,177,,5.333333333,4.05,1.283333333,5075,correct,1
#NAME?,novice,tradeC,1,13,106,25,,5.333333333,3.181818182,2.151515151,7559,correct,1
#NAME?,novice,tradeC,1,14,106,280,,5.333333333,3.75,1.583333333,5849,correct,1
#NAME?,novice,tradeC,1,15,106,203,,5.333333333,5.2,0.133333333,2375,correct,1
#NAME?,novice,tradeC,1,16,106,219,,5.333333333,3.88,1.453333333,4254,correct,1
#NAME?,novice,tradeC,1,17,106,237,,5.333333333,4.375,0.958333333,1686,correct,1
#NAME?,novice,tradeC,1,18,106,304,,5.333333333,2.473684211,2.859649122,1431,correct,1
#NAME?,novice,tradeC,1,20,231,247,,5.090909091,4,1.090909091,1440,correct,1
#NAME?,novice,tradeC,1,21,231,78,,5.090909091,3.2,1.890909091,5503,correct,1
#NAME?,novice,tradeC,1,22,231,322,,5.090909091,4.4,0.690909091,2860,correct,1
#NAME?,novice,tradeC,1,23,231,120,,5.090909091,4.066666667,1.024242424,3912,correct,1
#NAME?,novice,tradeC,1,24,231,212,,5.090909091,4,1.090909091,5005,correct,1
#NAME?,novice,tradeC,1,25,231,19,,5.090909091,3.739130435,1.351778656,3603,correct,1
#NAME?,novice,tradeC,1,26,231,174,,5.090909091,3.789473684,1.301435407,3358,correct,1
#NAME?,novice,tradeC,1,28,231,123,,5.090909091,4.772727273,0.318181818,10441,correct,1
#NAME?,novice,tradeC,1,29,231,50,,5.090909091,5.047619048,0.043290043,5629,correct,1
#NAME?,novice,tradeC,1,30,231,223,,5.090909091,1.736842105,3.354066986,1357,correct,1
#NAME?,novice,tradeC,2,0,121,32,,5.178571429,4.952380952,0.226190477,6013,correct,1
#NAME?,novice,tradeC,2,1,121,27,,5.178571429,4.166666667,1.011904762,1468,correct,1
#NAME?,novice,tradeC,2,2,89,121,,5.526315789,5.178571429,0.34774436,4775,correct,1
#NAME?,novice,tradeC,2,3,89,306,,5.526315789,4.85,0.676315789,2106,correct,1
#NAME?,novice,tradeC,2,4,89,241,,5.526315789,4.869565217,0.656750572,1616,correct,1
#NAME?,novice,tradeC,2,5,89,167,,5.526315789,3.684210526,1.842105263,1015,correct,1
#NAME?,novice,tradeC,2,6,89,198,,5.526315789,4.928571429,0.59774436,1665,correct,1
#NAME?,novice,tradeC,2,7,89,164,,5.526315789,4.75,0.776315789,1476,correct,1
#NAME?,novice,tradeC,2,8,89,22,,5.526315789,3.076923077,2.449392712,1618,correct,1
#NAME?,novice,tradeC,2,9,89,14,,5.526315789,2.842105263,2.684210526,1057,correct,1
#NAME?,novice,tradeC,2,10,89,251,,5.526315789,4.2,1.326315789,1083,correct,1
#NAME?,novice,tradeC,2,11,89,292,,5.526315789,3.117647059,2.40866873,1334,correct,1
#NAME?,novice,tradeC,2,12,89,286,,5.526315789,5.380952381,0.145363408,1734,correct,1
#NAME?,novice,tradeC,2,13,89,w19,,5.526315789,4.421052632,1.105263157,1758,correct,1
#NAME?,novice,tradeC,2,14,89,122,,5.526315789,4.15,1.376315789,996,correct,1
#NAME?,novice,tradeC,2,15,89,49,,5.526315789,3.785714286,1.740601503,1310,correct,1
#NAME?,novice,tradeC,2,16,89,313,,5.526315789,2.071428571,3.454887218,1092,correct,1
#NAME?,novice,tradeC,2,17,89,134,,5.526315789,3.833333333,1.692982456,1005,correct,1
#NAME?,novice,tradeC,2,19,89,153,,5.526315789,3.75,1.776315789,1124,correct,1
#NAME?,novice,tradeC,2,20,89,61,,5.526315789,3,2.526315789,1866,correct,1
#NAME?,novice,tradeC,2,21,89,315,,5.526315789,2.703703704,2.822612085,2224,correct,1
#NAME?,novice,tradeC,2,22,89,98,,5.526315789,4.111111111,1.415204678,1638,correct,1
#NAME?,novice,tradeC,2,23,89,160,,5.526315789,3.736842105,1.789473684,1562,correct,1
#NAME?,novice,tradeC,2,24,89,37,,5.526315789,5.2,0.326315789,7200,correct,1
#NAME?,novice,tradeC,2,25,89,41,,5.526315789,3.333333333,2.192982456,2888,correct,1
#NAME?,novice,tradeC,2,26,89,w5,,5.526315789,5.454545455,0.071770334,2177,correct,1
#NAME?,novice,tradeC,2,27,89,45,,5.526315789,5.36,0.166315789,2191,correct,1
#NAME?,novice,tradeC,2,28,343,89,,5.736842105,5.526315789,0.210526316,5576,correct,1
#NAME?,novice,tradeC,2,29,343,44,,5.736842105,3.789473684,1.947368421,2545,correct,1
#NAME?,novice,tradeC,2,30,343,30,,5.736842105,2.333333333,3.403508772,1053,correct,1
#NAME?,novice,tradeC,2,2,140,348,,2.8,2.8,0,4694,correct,1
#NAME?,novice,tradeC,2,4,286,140,,5.380952381,2.8,2.580952381,1617,correct,1
#NAME?,novice,tradeC,2,5,286,122,,5.380952381,4.15,1.230952381,5133,correct,1
#NAME?,novice,tradeC,2,6,286,287,,5.380952381,4.545454545,0.835497836,1765,correct,1
#NAME?,novice,tradeC,2,7,286,164,,5.380952381,4.75,0.630952381,2977,correct,1
#NAME?,novice,tradeC,2,8,w9,286,,6.866666667,5.380952381,1.485714286,2844,correct,1
#NAME?,novice,tradeC,2,9,w9,295,,6.866666667,4.5,2.366666667,4208,correct,1
#NAME?,novice,tradeC,2,10,w9,55,,6.866666667,1.913043478,4.953623189,1065,correct,1
#NAME?,novice,tradeC,2,11,w9,162,,6.866666667,3.772727273,3.093939394,1159,correct,1
#NAME?,novice,tradeC,2,12,w9,w11,,6.866666667,5.117647059,1.749019608,2178,correct,1
#NAME?,novice,tradeC,2,13,w9,w17,,6.866666667,4.318181818,2.548484849,2775,correct,1
#NAME?,novice,tradeC,2,14,w9,204,,6.866666667,2.476190476,4.390476191,1072,correct,1
#NAME?,novice,tradeC,2,15,w9,64,,6.866666667,4.344827586,2.521839081,1553,correct,1
#NAME?,novice,tradeC,2,16,w9,336,,6.866666667,5.529411765,1.337254902,1612,correct,1
#NAME?,novice,tradeC,2,17,w9,258,,6.866666667,4.727272727,2.13939394,6404,correct,1
#NAME?,novice,tradeC,2,18,w9,26,,6.866666667,6,0.866666667,1000,correct,1
#NAME?,novice,tradeC,2,19,w9,179,,6.866666667,3.653846154,3.212820513,985,correct,1
#NAME?,novice,tradeC,2,20,w9,321,,6.866666667,4.55,2.316666667,4776,correct,1
#NAME?,novice,tradeC,2,21,w9,260,,6.866666667,4.291666667,2.575,1743,correct,1
#NAME?,novice,tradeC,2,22,w9,197,,6.866666667,3.47826087,3.388405797,1399,correct,1
#NAME?,novice,tradeC,2,23,w9,233,,6.866666667,3.571428571,3.295238096,1641,correct,1
#NAME?,novice,tradeC,2,24,w9,170,,6.866666667,4.76,2.106666667,1184,correct,1
#NAME?,novice,tradeC,2,25,w9,349,,6.866666667,4.142857143,2.723809524,1641,correct,1
#NAME?,novice,tradeC,2,26,w9,17,,6.866666667,4.428571429,2.438095238,1305,correct,1
#NAME?,novice,tradeC,2,27,w9,275,,6.866666667,4.047619048,2.819047619,1056,correct,1
#NAME?,novice,tradeC,2,28,w9,264,,6.866666667,2.882352941,3.984313726,4680,correct,1
#NAME?,novice,tradeC,2,29,w9,175,,6.866666667,3.825,3.041666667,4061,correct,1
#NAME?,novice,tradeC,2,30,w9,223,,6.866666667,1.736842105,5.129824562,1102,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,0,269,158,,6.222222222,4.285714286,1.936507936,7025,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,1,269,95,,6.222222222,3,3.222222222,1227,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,2,269,220,,6.222222222,2.464285714,3.757936508,1211,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,3,269,32,,6.222222222,4.952380952,1.26984127,1044,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,4,269,14,,6.222222222,2.842105263,3.380116959,1161,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,7,278,1,,5,3.434782609,1.565217391,938,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,8,278,159,,5,2.347826087,2.652173913,849,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,9,278,162,,5,3.772727273,1.227272727,908,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,10,278,77,,5,3.4,1.6,1004,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,11,278,97,,5,3.409090909,1.590909091,1217,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,13,278,222,,5,3.227272727,1.772727273,1065,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,14,278,11,,5,4.142857143,0.857142857,859,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,15,278,318,,5,3.666666667,1.333333333,182,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,16,278,244,,5,4.263157895,0.736842105,1146,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,17,278,33,,5,4.909090909,0.090909091,2807,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,18,278,73,,5,4.769230769,0.230769231,875,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,19,278,143,,5,4.3,0.7,969,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,20,278,105,,5,2.055555556,2.944444444,914,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,21,334,278,,6.045454545,5,1.045454545,5003,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,22,334,43,,6.045454545,4.181818182,1.863636363,1120,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,23,334,221,,6.045454545,3.590909091,2.454545454,794,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,24,334,247,,6.045454545,4,2.045454545,650,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,25,334,67,,6.045454545,4.5,1.545454545,651,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,26,334,267,,6.045454545,4.6,1.445454545,1195,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,27,334,336,,6.045454545,5.529411765,0.51604278,1162,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,28,334,66,,6.045454545,3,3.045454545,746,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,29,334,225,,6.045454545,4.095238095,1.95021645,764,correct,1
-KmhuSCk_CN7ARLRBVa-,novice,tradeC,2,30,334,277,,6.045454545,3.8125,2.232954545,883,correct,1
#NAME?,novice,tradeC,1,0,335,292,,6,3.117647059,2.882352941,5991,correct,1
#NAME?,novice,tradeC,1,1,335,20,,6,4.071428571,1.928571429,2774,correct,1
#NAME?,novice,tradeC,1,2,335,219,,6,3.88,2.12,2409,correct,1
#NAME?,novice,tradeC,1,5,265,145,,4.15,3.833333333,0.316666667,2325,correct,1
#NAME?,novice,tradeC,1,7,265,279,,4.15,2.882352941,1.267647059,3778,correct,1
#NAME?,novice,tradeC,1,8,265,55,,4.15,1.913043478,2.236956522,2645,correct,1
#NAME?,novice,tradeC,1,10,265,319,,4.15,3.523809524,0.626190476,2282,correct,1
#NAME?,novice,tradeC,1,11,265,212,,4.15,4,0.15,2591,correct,1
#NAME?,novice,tradeC,1,12,265,131,,4.15,3.214285714,0.935714286,1839,correct,1
#NAME?,novice,tradeC,1,13,265,264,,4.15,2.882352941,1.267647059,1611,correct,1
#NAME?,novice,tradeC,1,14,265,1,,4.15,3.434782609,0.715217391,4306,correct,1
#NAME?,novice,tradeC,1,15,265,113,,4.15,4.1,0.05,2416,correct,1
#NAME?,novice,tradeC,1,16,265,192,,4.15,3.533333333,0.616666667,1955,correct,1
#NAME?,novice,tradeC,1,17,265,318,,4.15,3.666666667,0.483333333,2709,correct,1
#NAME?,novice,tradeC,1,18,265,183,,4.15,3.368421053,0.781578947,2386,correct,1
#NAME?,novice,tradeC,1,19,265,289,,4.15,3.939393939,0.210606061,3078,correct,1
#NAME?,novice,tradeC,1,24,265,60,,4.15,4.0625,0.0875,9404,correct,1
#NAME?,novice,tradeC,1,25,265,166,,4.15,2.75,1.4,1576,correct,1
#NAME?,novice,tradeC,1,26,265,239,,4.15,3.107142857,1.042857143,2057,correct,1
#NAME?,novice,tradeC,1,27,265,18,,4.15,3.52173913,0.62826087,1979,correct,1
#NAME?,novice,tradeC,1,28,265,22,,4.15,3.076923077,1.073076923,2048,correct,1
#NAME?,novice,tradeC,1,29,265,70,,4.15,3.666666667,0.483333333,3291,correct,1
#NAME?,novice,tradeC,1,30,265,204,,4.15,2.476190476,1.673809524,2123,correct,1
#NAME?,novice,tradeC,1,0,130,254,,4.555555556,3.7,0.855555556,3757,correct,1
#NAME?,novice,tradeC,1,1,121,130,,5.178571429,4.555555556,0.623015873,2916,correct,1
#NAME?,novice,tradeC,1,2,286,121,,5.380952381,5.178571429,0.202380952,1466,correct,1
#NAME?,novice,tradeC,1,3,286,163,,5.380952381,2.526315789,2.854636592,1193,correct,1
#NAME?,novice,tradeC,1,4,286,82,,5.380952381,3,2.380952381,1326,correct,1
#NAME?,novice,tradeC,1,5,286,255,,5.380952381,4.321428571,1.05952381,2072,correct,1
#NAME?,novice,tradeC,1,8,286,140,,5.380952381,2.8,2.580952381,1041,correct,1
#NAME?,novice,tradeC,1,9,286,249,,5.380952381,3.666666667,1.714285714,1689,correct,1
#NAME?,novice,tradeC,1,10,286,257,,5.380952381,4.12,1.260952381,1142,correct,1
#NAME?,novice,tradeC,1,11,286,195,,5.380952381,4.25,1.130952381,2059,correct,1
#NAME?,novice,tradeC,1,14,286,317,,5.380952381,4,1.380952381,3498,correct,1
#NAME?,novice,tradeC,1,15,286,10,,5.380952381,3.733333333,1.647619048,1336,correct,1
#NAME?,novice,tradeC,1,16,286,62,,5.380952381,3.157894737,2.223057644,1025,correct,1
#NAME?,novice,tradeC,1,17,286,271,,5.380952381,4.666666667,0.714285714,1762,correct,1
#NAME?,novice,tradeC,1,18,286,174,,5.380952381,3.789473684,1.591478697,1050,correct,1
#NAME?,novice,tradeC,1,19,286,192,,5.380952381,3.533333333,1.847619048,1184,correct,1
#NAME?,novice,tradeC,1,20,286,190,,5.380952381,2.944444444,2.436507937,1199,correct,1
#NAME?,novice,tradeC,1,21,286,80,,5.380952381,3.227272727,2.153679654,1143,correct,1
#NAME?,novice,tradeC,1,22,286,90,,5.380952381,2.95,2.430952381,1241,correct,1
