Subject,Expertise,Mode,Mode_Order,Trial,Winner,Loser,WinnerRating,LoserRating,AbsDiff,Time,Correct,CorrectNum
-Kmc1cCv2PMaeiWFWlDM,expert,tradeN,2,30,228,163,6,2.818181818,3.181818182,864,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,0,250,1,5.75,3.666666667,2.083333333,5265,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,1,153,82,4.2,3.714285714,0.485714286,3743,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,2,149,306,4,5.090909091,1.090909091,8752,incorrect,0
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,3,35,311,2.727272727,2.928571429,0.201298702,8160,incorrect,0
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,4,46,148,3.714285714,3.875,0.160714286,6079,incorrect,0
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,5,11,280,4.7,4,0.7,7865,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,6,186,93,5.428571429,6.666666667,1.238095238,3416,incorrect,0
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,7,192,131,3.75,4.666666667,0.916666667,3424,incorrect,0
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,8,10,254,4.714285714,4,0.714285714,5584,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,9,334,190,5.909090909,3.285714286,2.623376623,2888,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,10,316,151,5.833333333,3.25,2.583333333,4353,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,11,178,215,4.928571429,3.555555556,1.373015873,3792,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,12,198,184,5.8,5,0.8,2719,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,13,274,159,5.3,2.333333333,2.966666667,4831,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,14,w2,54,7.5,3.071428571,4.428571429,4457,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,15,338,106,5.125,6.142857143,1.017857143,4488,incorrect,0
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,16,198,10,5.8,4.714285714,1.085714286,3695,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,17,149,192,4,3.75,0.25,4648,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,18,w2,250,7.5,5.75,1.75,3224,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,19,316,153,5.833333333,4.2,1.633333333,5393,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,20,338,46,5.125,3.714285714,1.410714286,5016,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,21,178,11,4.928571429,4.7,0.228571429,2447,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,22,334,274,5.909090909,5.3,0.609090909,3432,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,23,186,35,5.428571429,2.727272727,2.701298702,3208,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,24,334,186,5.909090909,5.428571429,0.48051948,6648,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,25,316,338,5.833333333,5.125,0.708333333,3680,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,26,w2,198,7.5,5.8,1.7,4856,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,27,178,149,4.928571429,4,0.928571429,6863,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,28,334,178,5.909090909,4.928571429,0.98051948,3113,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,29,w2,316,7.5,5.833333333,1.666666667,3168,correct,1
-Kmc1cCv2PMaeiWFWlDM,expert,tournamentN,0,30,w2,334,7.5,5.909090909,1.590909091,4919,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,0,w5,w10,6.333333333,3.4,2.933333333,4797,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,1,332,w5,3.666666667,6.333333333,2.666666666,2236,incorrect,0
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,2,332,30,3.666666667,3.1,0.566666667,1757,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,3,332,160,3.666666667,4,0.333333333,3368,incorrect,0
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,4,37,332,5.363636364,3.666666667,1.696969697,2004,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,5,37,144,5.363636364,4,1.363636364,1629,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,6,37,199,5.363636364,4.777777778,0.585858586,1698,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,7,37,77,5.363636364,3.454545455,1.909090909,1542,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,8,228,37,6,5.363636364,0.636363636,3608,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,9,228,36,6,3.733333333,2.266666667,1508,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,10,228,250,6,5.75,0.25,2049,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,11,228,150,6,4,2,1483,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,12,228,254,6,4,2,1110,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,13,228,306,6,5.090909091,0.909090909,2700,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,14,228,163,6,2.818181818,3.181818182,1176,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,15,228,330,6,4.888888889,1.111111111,3280,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,16,228,38,6,2.6,3.4,1557,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,17,228,191,6,4.111111111,1.888888889,1423,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,18,228,328,6,4.615384615,1.384615385,2141,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,19,228,261,6,4.222222222,1.777777778,2820,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,20,228,136,6,5,1,1255,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,21,228,234,6,4.076923077,1.923076923,1205,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,22,228,25,6,3.555555556,2.444444444,1353,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,23,228,182,6,6.428571429,0.428571429,2023,incorrect,0
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,24,228,103,6,5.571428571,0.428571429,3328,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,25,228,123,6,5.454545455,0.545454545,1771,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,26,228,159,6,2.333333333,3.666666667,1547,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,27,228,134,6,4.363636364,1.636363636,1560,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,28,228,220,6,3,3,2140,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,29,228,178,6,4.928571429,1.071428571,2205,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tradeN,2,30,228,244,6,4.571428571,1.428571429,2042,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,0,108,264,4.578947368,3.333333333,1.245614035,4111,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,1,314,47,2.25,3.1,0.85,9386,incorrect,0
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,2,17,164,4.666666667,5.4,0.733333333,2294,incorrect,0
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,3,209,180,3.583333333,3.5,0.083333333,5175,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,4,142,w19,5.777777778,4.333333333,1.444444445,9392,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,5,224,21,4.222222222,4.636363636,0.414141414,9475,incorrect,0
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,6,217,w14,5.3125,6.833333333,1.520833333,7293,incorrect,0
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,7,w16,w0,5.25,5.714285714,0.464285714,6004,incorrect,0
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,8,230,292,6.5,4.285714286,2.214285714,1934,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,9,175,259,4.315789474,2.25,2.065789474,3298,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,10,89,213,5.25,3,2.25,2900,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,11,44,141,4,2.375,1.625,4161,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,12,196,128,4.666666667,3.636363636,1.030303031,6361,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,13,135,197,5.285714286,4.25,1.035714286,2565,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,14,242,101,6.5,4.181818182,2.318181818,7373,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,15,93,41,6.666666667,3.875,2.791666667,2266,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,16,17,135,4.666666667,5.285714286,0.619047619,9869,incorrect,0
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,17,217,44,5.3125,4,1.3125,2307,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,18,89,209,5.25,3.583333333,1.666666667,4889,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,19,142,242,5.777777778,6.5,0.722222222,7394,incorrect,0
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,20,230,196,6.5,4.666666667,1.833333333,5201,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,21,93,108,6.666666667,4.578947368,2.087719299,2494,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,22,w16,314,5.25,2.25,3.0,2324,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,23,224,175,4.222222222,4.315789474,0.093567252,5107,incorrect,0
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,24,230,142,6.5,5.777777778,0.722222222,2972,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,25,224,w16,4.222222222,5.25,1.027777778,2208,incorrect,0
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,26,93,217,6.666666667,5.3125,1.354166667,9037,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,27,17,89,4.666666667,5.25,0.583333333,7487,incorrect,0
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,28,230,224,6.5,4.222222222,2.277777778,12014,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,29,93,17,6.666666667,4.666666667,2.0,2173,correct,1
-Kc5VK90FHz_i3fD_YLK,novice,tournamentN,0,30,230,93,6.5,6.666666667,0.166666667,7746,incorrect,0
-KmscHlljqCvezw9ckNx,novice,tradeN,0,0,19,76,4,4.4,0.4,12194,incorrect,0
-KmscHlljqCvezw9ckNx,novice,tradeN,0,1,19,328,4,4.615384615,0.615384615,4217,incorrect,0
-KmscHlljqCvezw9ckNx,novice,tradeN,0,2,19,323,4,2.272727273,1.727272727,2211,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,3,w16,19,5.25,4,1.25,4328,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,4,w16,78,5.25,3.2,2.05,2061,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,5,w16,149,5.25,4,1.25,3768,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,6,184,w16,5,5.25,0.25,7593,incorrect,0
-KmscHlljqCvezw9ckNx,novice,tradeN,0,7,184,59,5,4,1,3602,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,8,184,70,5,4.090909091,0.909090909,2077,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,9,199,184,4.777777778,5,0.222222222,6590,incorrect,0
-KmscHlljqCvezw9ckNx,novice,tradeN,0,10,199,150,4.777777778,4,0.777777778,2127,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,11,199,326,4.777777778,4,0.777777778,1390,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,12,199,2,4.777777778,4.444444444,0.333333334,1491,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,13,113,199,4.692307692,4.777777778,0.085470086,3193,incorrect,0
-KmscHlljqCvezw9ckNx,novice,tradeN,0,14,113,261,4.692307692,4.222222222,0.47008547,1979,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,15,207,113,4.333333333,4.692307692,0.358974359,1804,incorrect,0
-KmscHlljqCvezw9ckNx,novice,tradeN,0,16,207,108,4.333333333,4.578947368,0.245614035,1531,incorrect,0
-KmscHlljqCvezw9ckNx,novice,tradeN,0,17,207,55,4.333333333,1.888888889,2.444444444,1338,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,18,207,218,4.333333333,3.333333333,1.0,1175,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,19,207,267,4.333333333,3.888888889,0.444444444,1653,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,20,172,207,6.523809524,4.333333333,2.190476191,9044,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,21,172,80,6.523809524,3.777777778,2.746031746,1350,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,22,172,92,6.523809524,3.333333333,3.190476191,1116,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,23,172,67,6.523809524,4.888888889,1.634920635,1195,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,24,172,36,6.523809524,3.733333333,2.790476191,1145,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,25,172,210,6.523809524,4.833333333,1.690476191,1429,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,26,172,211,6.523809524,4.625,1.898809524,2190,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,27,172,109,6.523809524,3.777777778,2.746031746,2149,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,28,172,286,6.523809524,5.9,0.623809524,1886,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,29,172,66,6.523809524,3.25,3.273809524,933,correct,1
-KmscHlljqCvezw9ckNx,novice,tradeN,0,30,302,172,6.454545455,6.523809524,0.069264069,4269,incorrect,0
-KmscHlljqCvezw9ckNx,novice,tournamentN,2,0,343,322,5.818181818,4.294117647,1.524064171,4753,correct,1
-KmscHlljqCvezw9ckNx,novice,tournamentN,2,1,262,37,5,5.363636364,0.363636364,4207,incorrect,0
-KmscHlljqCvezw9ckNx,novice,tournamentN,2,2,156,41,2.882352941,3.875,0.992647059,3679,incorrect,0
-KmscHlljqCvezw9ckNx,novice,tournamentN,2,3,224,35,4.222222222,2.727272727,1.494949495,2047,correct,1
-KmscHlljqCvezw9ckNx,novice,tournamentN,2,4,9,23,2.3,3.75,1.45,7542,incorrect,0
-KmscHlljqCvezw9ckNx,novice,tournamentN,2,5,155,214,4.333333333,3.25,1.083333333,4124,correct,1
-KmscHlljqCvezw9ckNx,novice,tournamentN,2,6,330,264,4.888888889,3.333333333,1.555555556,4846,correct,1
-KmscHlljqCvezw9ckNx,novice,tournamentN,2,7,131,311,4.666666667,2.928571429,1.738095238,9435,correct,1
-KmscHlljqCvezw9ckNx,novice,tournamentN,2,8,124,164,6.454545455,5.4,1.054545455,16806,correct,1
-KmscHlljqCvezw9ckNx,novice,tournamentN,2,9,260,347,4.818181818,6.25,1.431818182,5078,incorrect,0
