Subject,Expertise,Mode,Mode_Order,Trial,Winner,Loser,WinnerRating,LoserRating,AbsDiff,Time,Correct,CorrectNum
-KXEYIZcOo3WVOMZO-YX,novice,tradeC,,21,230,286,5.9,5.380952381,0.519047619,1150,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tradeC,,22,230,190,5.9,2.944444444,2.955555556,1057,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tradeC,,23,230,w5,5.9,5.454545455,0.445454545,746,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tradeC,,24,240,230,4.0625,5.9,1.8375,1650,incorrect,0
-KXEYIZcOo3WVOMZO-YX,novice,tradeC,,25,240,132,4.0625,2.96,1.1025,982,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tradeC,,26,240,194,4.0625,2.5,1.5625,767,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tradeC,,27,240,40,4.0625,4.08,0.0175,835,incorrect,0
-KXEYIZcOo3WVOMZO-YX,novice,tradeC,,28,240,47,4.0625,2.475,1.5875,1061,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tradeC,,29,240,28,4.0625,4,0.0625,878,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tradeC,,30,240,244,4.0625,4.263157895,0.200657895,757,incorrect,0
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,0,133,137,4.590909091,4.428571429,0.162337662,3667,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,1,88,140,4.869565217,2.8,2.069565217,2784,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,2,99,302,3.523809524,6.47826087,2.954451346,8918,incorrect,0
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,3,3,w17,4.263157895,4.318181818,0.055023923,1502,incorrect,0
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,4,270,80,5.368421053,3.227272727,2.141148326,1518,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,5,274,281,4.761904762,4.095238095,0.666666667,1287,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,6,153,293,3.75,3.956521739,0.206521739,1697,incorrect,0
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,7,305,w2,3.217391304,6.777777778,3.560386474,1114,incorrect,0
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,8,160,78,3.736842105,3.2,0.536842105,967,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,9,215,312,2.956521739,2.24137931,0.715142429,934,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,10,w4,207,4.142857143,3.481481481,0.661375662,1700,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,11,343,193,5.736842105,4.173913043,1.562929062,1334,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,12,172,223,6.108108108,1.736842105,4.371266003,2819,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,13,318,33,3.666666667,4.909090909,1.242424242,1154,incorrect,0
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,14,219,50,3.88,5.047619048,1.167619048,1134,incorrect,0
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,15,229,234,2.75,3.62962963,0.87962963,5161,incorrect,0
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,16,172,305,6.108108108,3.217391304,2.890716804,2351,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,17,160,3,3.736842105,4.263157895,0.52631579,1357,incorrect,0
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,18,w4,153,4.142857143,3.75,0.392857143,1540,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,19,343,318,5.736842105,3.666666667,2.070175438,1836,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,20,99,215,3.523809524,2.956521739,0.567287785,2064,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,21,133,274,4.590909091,4.761904762,0.170995671,1001,incorrect,0
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,22,219,229,3.88,2.75,1.13,15409,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,23,88,270,4.869565217,5.368421053,0.498855836,4379,incorrect,0
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,24,160,88,3.736842105,4.869565217,1.132723112,937,incorrect,0
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,25,219,99,3.88,3.523809524,0.356190476,2628,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,26,343,w4,5.736842105,4.142857143,1.593984962,1019,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,27,133,172,4.590909091,6.108108108,1.517199017,1331,incorrect,0
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,28,343,219,5.736842105,3.88,1.856842105,983,correct,1
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,29,160,133,3.736842105,4.590909091,0.854066986,2735,incorrect,0
-KXEYIZcOo3WVOMZO-YX,novice,tournamentC,,30,160,343,3.736842105,5.736842105,2.0,882,incorrect,0
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,0,195,316,4.25,5.111111111,0.861111111,2434,incorrect,0
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,1,195,167,4.25,3.684210526,0.565789474,13739,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,2,241,195,4.869565217,4.25,0.619565217,5984,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,3,241,189,4.869565217,2.363636364,2.505928853,3747,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,4,241,206,4.869565217,3.857142857,1.01242236,4229,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,5,162,241,3.772727273,4.869565217,1.096837944,4014,incorrect,0
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,6,217,162,5.266666667,3.772727273,1.493939394,1778,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,7,217,62,5.266666667,3.157894737,2.10877193,4443,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,8,217,39,5.266666667,3.722222222,1.544444445,10001,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,9,217,287,5.266666667,4.545454545,0.721212122,1824,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,10,217,349,5.266666667,4.142857143,1.123809524,3796,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,11,217,242,5.266666667,5.923076923,0.656410256,2168,incorrect,0
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,12,217,13,5.266666667,4.631578947,0.63508772,6534,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,13,217,88,5.266666667,4.869565217,0.39710145,1534,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,14,217,78,5.266666667,3.2,2.066666667,1410,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,15,217,65,5.266666667,3.512195122,1.754471545,1221,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,16,217,139,5.266666667,2.473684211,2.792982456,2237,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,17,217,w18,5.266666667,5.681818182,0.415151515,3014,incorrect,0
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,18,217,2,5.266666667,3.736842105,1.529824562,3122,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,19,217,244,5.266666667,4.263157895,1.003508772,1289,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,20,217,345,5.266666667,5.428571429,0.161904762,2847,incorrect,0
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,21,217,332,5.266666667,4.15,1.116666667,1276,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,22,217,157,5.266666667,2.846153846,2.420512821,1620,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,23,217,277,5.266666667,3.8125,1.454166667,3741,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,24,217,292,5.266666667,3.117647059,2.149019608,2859,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,25,343,217,5.736842105,5.266666667,0.470175438,2018,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,26,343,187,5.736842105,3.277777778,2.459064327,1886,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,27,343,113,5.736842105,4.1,1.636842105,2494,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,28,343,98,5.736842105,4.111111111,1.625730994,2152,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,29,343,223,5.736842105,1.736842105,4.0,1235,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tradeC,,30,343,27,5.736842105,4.166666667,1.570175438,2780,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,0,149,304,3.85,2.473684211,1.376315789,3727,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,1,320,196,4.65,4.037037037,0.612962963,1526,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,2,235,174,6.578947368,3.789473684,2.789473684,3850,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,3,w5,47,5.454545455,2.475,2.979545455,1456,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,4,182,86,5.571428571,4.928571429,0.642857142,7033,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,5,318,176,3.666666667,3.541666667,0.125,2358,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,6,342,326,6.083333333,3.4,2.683333333,7022,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,7,74,291,5.473684211,3.5,1.973684211,2536,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,8,96,172,3.111111111,6.108108108,2.996996997,7017,incorrect,0
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,9,183,160,3.368421053,3.736842105,0.368421052,2489,incorrect,0
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,10,261,279,4.055555556,2.882352941,1.173202615,2354,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,11,159,79,2.347826087,1.826086957,0.52173913,5367,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,12,170,49,4.76,3.785714286,0.974285714,2065,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,13,131,15,3.214285714,3.37037037,0.156084656,4492,incorrect,0
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,14,252,275,3.285714286,4.047619048,0.761904762,3411,incorrect,0
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,15,185,286,4.48,5.380952381,0.900952381,7420,incorrect,0
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,16,182,74,5.571428571,5.473684211,0.09774436,5481,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,17,252,w5,3.285714286,5.454545455,2.168831169,2306,incorrect,0
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,18,159,261,2.347826087,4.055555556,1.707729469,2841,incorrect,0
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,19,185,170,4.48,4.76,0.28,2614,incorrect,0
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,20,318,342,3.666666667,6.083333333,2.416666666,4131,incorrect,0
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,21,235,149,6.578947368,3.85,2.728947368,2088,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,22,320,183,4.65,3.368421053,1.281578947,2255,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,23,131,96,3.214285714,3.111111111,0.103174603,2831,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,24,185,318,4.48,3.666666667,0.813333333,2415,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,25,320,182,4.65,5.571428571,0.921428571,2244,incorrect,0
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,26,235,131,6.578947368,3.214285714,3.364661654,2434,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,27,252,159,3.285714286,2.347826087,0.937888199,2541,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,28,185,252,4.48,3.285714286,1.194285714,3866,correct,1
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,29,320,235,4.65,6.578947368,1.928947368,1736,incorrect,0
-KXCU3zJYnvGpqANi0x8,novice,tournamentC,,30,185,320,4.48,4.65,0.17,2655,incorrect,0
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,0,314,82,2.357142857,3,0.642857143,9072,incorrect,0
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,1,347,314,6.25,2.357142857,3.892857143,3704,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,2,347,65,6.25,3.512195122,2.737804878,2792,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,3,347,256,6.25,3.157894737,3.092105263,4200,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,4,230,347,5.9,6.25,0.35,5631,incorrect,0
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,5,230,165,5.9,4.8,1.1,5824,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,6,230,183,5.9,3.368421053,2.531578947,4832,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,7,230,243,5.9,4.19047619,1.70952381,2656,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,8,339,230,6.75,5.9,0.85,1712,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,9,339,33,6.75,4.909090909,1.840909091,6567,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,10,339,105,6.75,2.055555556,4.694444444,1320,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,11,339,169,6.75,3.736842105,3.013157895,1737,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,12,339,w10,6.75,3.095238095,3.654761905,1199,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,13,339,307,6.75,1.555555556,5.194444444,1290,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,14,339,130,6.75,4.555555556,2.194444444,8134,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,15,339,7,6.75,3.5,3.25,2001,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,16,339,36,6.75,3.290322581,3.459677419,1759,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,17,330,339,4.65,6.75,2.1,7119,incorrect,0
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,18,330,198,4.65,4.928571429,0.278571429,3593,incorrect,0
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,19,330,348,4.65,2.8,1.85,1624,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,20,330,w8,4.65,4.807692308,0.157692308,4535,incorrect,0
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,21,299,330,6.45,4.65,1.8,1496,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,22,299,21,6.45,4.5625,1.8875,2008,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,23,299,211,6.45,4.095238095,2.354761905,6888,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,24,299,102,6.45,2.888888889,3.561111111,1264,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,25,299,51,6.45,4.476190476,1.973809524,1712,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,26,299,61,6.45,3,3.45,2800,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,27,278,299,5,6.45,1.45,2343,incorrect,0
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,28,278,322,5,4.4,0.6,1769,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,29,278,129,5,4.166666667,0.833333333,5895,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tradeC,1,30,278,60,5,4.0625,0.9375,1585,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,0,118,66,4.777777778,3,1.777777778,7417,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,1,291,260,3.5,4.291666667,0.791666667,13622,incorrect,0
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,2,w5,w17,5.454545455,4.318181818,1.136363637,11783,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,3,88,168,4.869565217,3.695652174,1.173913043,3312,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,4,255,83,4.321428571,2.947368421,1.37406015,3696,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,5,3,132,4.263157895,2.96,1.303157895,1767,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,6,312,141,2.24137931,2.090909091,0.150470219,10224,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,7,298,w11,6.2,5.117647059,1.082352941,2497,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,8,14,163,2.842105263,2.526315789,0.315789474,2240,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,9,167,92,3.684210526,3.2,0.484210526,7159,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,10,331,94,5.666666667,4.041666667,1.625,3271,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,11,39,158,3.722222222,4.285714286,0.563492064,10632,incorrect,0
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,12,100,300,4.25,2.6,1.65,10208,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,13,346,187,6.28,3.277777778,3.002222222,9440,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,14,137,275,4.428571429,4.047619048,0.380952381,3951,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,15,182,280,5.571428571,3.75,1.821428571,3944,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,16,346,100,6.28,4.25,2.03,1450,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,17,182,14,5.571428571,2.842105263,2.729323308,3190,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,18,w5,331,5.454545455,5.666666667,0.212121212,17479,incorrect,0
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,19,3,118,4.263157895,4.777777778,0.514619883,4744,incorrect,0
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,20,291,255,3.5,4.321428571,0.821428571,3874,incorrect,0
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,21,137,39,4.428571429,3.722222222,0.706349207,3581,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,22,88,312,4.869565217,2.24137931,2.628185907,1713,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,23,298,167,6.2,3.684210526,2.515789474,1536,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,24,346,3,6.28,4.263157895,2.016842105,3695,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,25,182,137,5.571428571,4.428571429,1.142857142,5536,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,26,298,291,6.2,3.5,2.7,1377,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,27,88,w5,4.869565217,5.454545455,0.584980238,3223,incorrect,0
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,28,346,88,6.28,4.869565217,1.410434783,1352,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,29,298,182,6.2,5.571428571,0.628571429,3816,correct,1
-KZMjA-zojlCGjbCXi7V,expert,tournamentC,0,30,346,298,6.28,6.2,0.08,5088,correct,1
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,0,45,78,5.36,3.2,2.16,4888,correct,1
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,1,45,147,5.36,3.4,1.96,4648,correct,1
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,2,45,30,5.36,2.333333333,3.026666667,2376,correct,1
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,3,45,103,5.36,5.555555556,0.195555556,7455,incorrect,0
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,4,174,45,3.789473684,5.36,1.570526316,10529,incorrect,0
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,5,174,w5,3.789473684,5.454545455,1.665071771,2071,incorrect,0
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,6,174,228,3.789473684,5.294117647,1.504643963,3610,incorrect,0
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,7,174,300,3.789473684,2.6,1.189473684,2295,correct,1
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,8,174,65,3.789473684,3.512195122,0.277278562,5032,correct,1
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,9,174,125,3.789473684,4.483870968,0.694397284,1664,incorrect,0
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,10,174,93,3.789473684,6.166666667,2.377192983,6711,incorrect,0
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,11,174,91,3.789473684,3.421052632,0.368421052,2241,correct,1
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,12,174,205,3.789473684,4.333333333,0.543859649,9584,incorrect,0
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,13,90,174,2.95,3.789473684,0.839473684,5736,incorrect,0
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,14,90,302,2.95,6.47826087,3.52826087,2560,incorrect,0
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,15,90,245,2.95,3.6,0.65,2064,incorrect,0
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,16,90,5,2.95,4.2,1.25,3464,incorrect,0
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,17,90,203,2.95,5.2,2.25,3192,incorrect,0
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,18,90,222,2.95,3.227272727,0.277272727,1671,incorrect,0
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,19,90,128,2.95,3.130434783,0.180434783,2456,incorrect,0
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,20,90,47,2.95,2.475,0.475,1680,correct,1
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,21,90,180,2.95,3.15,0.2,2392,incorrect,0
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,22,w16,90,5.210526316,2.95,2.260526316,6272,correct,1
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,23,w16,337,5.210526316,6.04,0.829473684,2008,incorrect,0
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,24,w16,336,5.210526316,5.529411765,0.318885449,1752,incorrect,0
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,25,w16,22,5.210526316,3.076923077,2.133603239,3151,correct,1
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,26,w16,92,5.210526316,3.2,2.010526316,3713,correct,1
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,27,w16,231,5.210526316,5.090909091,0.119617225,2880,correct,1
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,28,w16,80,5.210526316,3.227272727,1.983253589,1776,correct,1
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,29,w16,107,5.210526316,3.814814815,1.395711501,1888,correct,1
-KXfQxuoutnZ9RsQ3ftF,novice,tradeC,,30,w16,129,5.210526316,4.166666667,1.043859649,2768,correct,1
-KXfQxuoutnZ9RsQ3ftF,novice,tournamentC,,0,192,202,3.533333333,3,0.533333333,5216,correct,1
-KXfQxuoutnZ9RsQ3ftF,novice,tournamentC,,1,187,112,3.277777778,4.48,1.202222222,4944,incorrect,0
-KXfQxuoutnZ9RsQ3ftF,novice,tournamentC,,2,39,157,3.722222222,2.846153846,0.876068376,4335,correct,1
-KXfQxuoutnZ9RsQ3ftF,novice,tournamentC,,3,w19,83,4.421052632,2.947368421,1.473684211,7775,correct,1
-KXfQxuoutnZ9RsQ3ftF,novice,tournamentC,,4,8,118,4.157894737,4.777777778,0.619883041,2541,incorrect,0
-KXfQxuoutnZ9RsQ3ftF,novice,tournamentC,,5,105,18,2.055555556,3.52173913,1.466183574,2908,incorrect,0
-KXfQxuoutnZ9RsQ3ftF,novice,tournamentC,,6,182,62,5.571428571,3.157894737,2.413533834,3976,correct,1
-KXfQxuoutnZ9RsQ3ftF,novice,tournamentC,,7,242,178,5.923076923,4.523809524,1.399267399,6319,correct,1
-KXfQxuoutnZ9RsQ3ftF,novice,tournamentC,,8,158,287,4.285714286,4.545454545,0.259740259,2096,incorrect,0
